"","x","y","region"
"96",-123.04487617159,49.2200389157379,"Captain James Cook Elementary"
"97",-123.042792935151,49.2208102818512,"Captain James Cook Elementary"
"98",-123.042558397167,49.2210846014216,"Captain James Cook Elementary"
"99",-123.042015373394,49.2227768293542,"Captain James Cook Elementary"
"100",-123.037452975263,49.2215194099749,"Captain James Cook Elementary"
"101",-123.03782990671,49.2220904110325,"Captain James Cook Elementary"
"102",-123.03600104842,49.2246788775624,"Captain James Cook Elementary"
"103",-123.035683280328,49.2207345262148,"Captain James Cook Elementary"
"104",-123.033996407065,49.2221224470479,"Captain James Cook Elementary"
"105",-123.032245919714,49.2212860326231,"Captain James Cook Elementary"
"106",-123.037021815502,49.2047032733741,"Captain James Cook Elementary"
"107",-123.041348437382,49.2054114953111,"Captain James Cook Elementary"
"108",-123.038443175754,49.2047862956638,"Captain James Cook Elementary"
"109",-123.041359776139,49.2060730164595,"Captain James Cook Elementary"
"110",-123.039648281108,49.2055996353912,"Captain James Cook Elementary"
"111",-123.037942851068,49.2057120074438,"Captain James Cook Elementary"
"112",-123.038860423321,49.2062046493429,"Captain James Cook Elementary"
"113",-123.041596093609,49.2136394113445,"Captain James Cook Elementary"
"114",-123.034994749249,49.218972517559,"Captain James Cook Elementary"
"115",-123.035577587452,49.2197033066893,"Captain James Cook Elementary"
"116",-123.028536108331,49.2229649287515,"Captain James Cook Elementary"
"117",-123.030809435935,49.2193803071859,"Captain James Cook Elementary"
"118",-123.030538154816,49.216139102509,"Captain James Cook Elementary"
"119",-123.030387861158,49.2158661092299,"Captain James Cook Elementary"
"120",-123.030522479318,49.2160987639269,"Captain James Cook Elementary"
"121",-123.1647228468,49.2575692066627,"Carnarvon Community Elementary"
"122",-123.165079741407,49.2564833925783,"Carnarvon Community Elementary"
"123",-123.165076851605,49.2564862391303,"Carnarvon Community Elementary"
"124",-123.160247528216,49.2573837696393,"Carnarvon Community Elementary"
"125",-123.154117374567,49.2594993914609,"Carnarvon Community Elementary"
"126",-123.153783307328,49.2592918033269,"Carnarvon Community Elementary"
"127",-123.157440389556,49.2596749141713,"Carnarvon Community Elementary"
"128",-123.163947361937,49.2580998203786,"Carnarvon Community Elementary"
"129",-123.162897428516,49.2607416597618,"Carnarvon Community Elementary"
"130",-123.162783646113,49.2605514337076,"Carnarvon Community Elementary"
"131",-123.167523521423,49.2602932259825,"Carnarvon Community Elementary"
"132",-123.16826904673,49.2618618108462,"Carnarvon Community Elementary"
"133",-123.168173905972,49.261959628537,"Carnarvon Community Elementary"
"134",-123.171132514052,49.2605182665465,"Carnarvon Community Elementary"
"135",-123.172359799583,49.2589009030803,"Carnarvon Community Elementary"
"136",-123.171320920973,49.2581771144082,"Carnarvon Community Elementary"
"137",-123.176513954088,49.2596932554069,"Carnarvon Community Elementary"
"138",-123.174911912994,49.2616467245167,"Carnarvon Community Elementary"
"139",-123.174896013771,49.2623692396371,"Carnarvon Community Elementary"
"140",-123.173893714146,49.2622841529454,"Carnarvon Community Elementary"
"141",-123.179632612656,49.2615782771695,"Carnarvon Community Elementary"
"142",-123.168159448295,49.2540321877641,"Carnarvon Community Elementary"
"143",-123.16970278734,49.2531208622473,"Carnarvon Community Elementary"
"144",-123.169908594878,49.253481355185,"Carnarvon Community Elementary"
"145",-123.17186840007,49.2543611724196,"Carnarvon Community Elementary"
"146",-123.176439359128,49.2553034186489,"Carnarvon Community Elementary"
"147",-123.171397976274,49.2535233537142,"Carnarvon Community Elementary"
"148",-123.175607125419,49.2529730275389,"Carnarvon Community Elementary"
"149",-123.181890408156,49.2586582098144,"Carnarvon Community Elementary"
"150",-123.15557834793,49.2610432969295,"Carnarvon Community Elementary"
"151",-123.029011034544,49.2226242647897,"Champlain Heights Community Elementary"
"152",-123.029022142999,49.2226174168132,"Champlain Heights Community Elementary"
"153",-123.029027630643,49.222615017149,"Champlain Heights Community Elementary"
"154",-123.027310959417,49.2227321341407,"Champlain Heights Community Elementary"
"155",-123.027952678516,49.2231459122848,"Champlain Heights Community Elementary"
"156",-123.024414894729,49.2212292940896,"Champlain Heights Community Elementary"
"157",-123.025344210583,49.2185948781089,"Champlain Heights Community Elementary"
"158",-123.026049082255,49.2133341319925,"Champlain Heights Community Elementary"
"159",-123.024048470658,49.212440740097,"Champlain Heights Community Elementary"
"160",-123.030493070047,49.2083193922136,"Champlain Heights Community Elementary"
"161",-123.023806927634,49.212925918068,"Champlain Heights Community Elementary"
"162",-123.025760129021,49.2083720633783,"Champlain Heights Community Elementary"
"163",-123.02432748531,49.2141467172303,"Champlain Heights Community Elementary"
"164",-123.028015344333,49.2079867720854,"Champlain Heights Community Elementary"
"165",-123.032059433036,49.2053586601885,"Champlain Heights Community Elementary"
"166",-123.034729695833,49.2068121281363,"Champlain Heights Community Elementary"
"167",-123.027970576531,49.2104857750504,"Champlain Heights Community Elementary"
"168",-123.030636415893,49.2099975018115,"Champlain Heights Community Elementary"
"169",-123.031769008862,49.217496131664,"Champlain Heights Community Elementary"
"170",-123.032243555475,49.2183610005391,"Champlain Heights Community Elementary"
"171",-123.031941262632,49.2176613392315,"Champlain Heights Community Elementary"
"172",-123.031357876192,49.216951818497,"Champlain Heights Community Elementary"
"173",-123.031560576674,49.2171978613047,"Champlain Heights Community Elementary"
"174",-123.028514532482,49.222424226633,"Champlain Heights Community Elementary"
"175",-123.028182219023,49.2198105559134,"Champlain Heights Community Elementary"
"176",-123.02936208106,49.2204551597754,"Champlain Heights Community Elementary"
"177",-123.028158649235,49.2168195897471,"Champlain Heights Community Elementary"
"178",-123.026325608904,49.2160529614084,"Champlain Heights Community Elementary"
"179",-123.026786561401,49.2154925010027,"Champlain Heights Community Elementary"
"180",-123.024334877542,49.2153614600822,"Champlain Heights Community Elementary"
"181",-123.039529179089,49.2641785163962,"Chief Maquinna Elementary"
"182",-123.041269798812,49.2662269201803,"Chief Maquinna Elementary"
"183",-123.039671649896,49.2671267015369,"Chief Maquinna Elementary"
"184",-123.039119089906,49.2673255607549,"Chief Maquinna Elementary"
"185",-123.041396887335,49.2663496057964,"Chief Maquinna Elementary"
"186",-123.03949038903,49.2667417385739,"Chief Maquinna Elementary"
"187",-123.040671933461,49.2665241750639,"Chief Maquinna Elementary"
"188",-123.041939112827,49.2686841954402,"Chief Maquinna Elementary"
"189",-123.042785284258,49.2657348880799,"Chief Maquinna Elementary"
"190",-123.03919605485,49.2692955143882,"Chief Maquinna Elementary"
"191",-123.046340914594,49.2673545316219,"Chief Maquinna Elementary"
"192",-123.049075518993,49.2665034721737,"Chief Maquinna Elementary"
"193",-123.047395189529,49.2668566148534,"Chief Maquinna Elementary"
"194",-123.047466140919,49.2675837795766,"Chief Maquinna Elementary"
"195",-123.044364490221,49.2644822133597,"Chief Maquinna Elementary"
"196",-123.046167724931,49.2637602080086,"Chief Maquinna Elementary"
"197",-123.045380468123,49.2621416642124,"Chief Maquinna Elementary"
"198",-123.052132028271,49.2635159811075,"Chief Maquinna Elementary"
"199",-123.050189933335,49.2666457774186,"Chief Maquinna Elementary"
"200",-123.053205704593,49.262052320276,"Chief Maquinna Elementary"
"201",-123.054736148173,49.2620706509679,"Chief Maquinna Elementary"
"202",-123.055083929104,49.262053776189,"Chief Maquinna Elementary"
"203",-123.053340716746,49.2620416940252,"Chief Maquinna Elementary"
"204",-123.052523471017,49.2601977943521,"Chief Maquinna Elementary"
"205",-123.051627210563,49.2591426203423,"Chief Maquinna Elementary"
"206",-123.052735946769,49.2615799921928,"Chief Maquinna Elementary"
"207",-123.052643409328,49.2596906291322,"Chief Maquinna Elementary"
"208",-123.051280807799,49.2589343659958,"Chief Maquinna Elementary"
"209",-123.053078838831,49.2672777437994,"Chief Maquinna Elementary"
"210",-123.044211916406,49.2583067031826,"Chief Maquinna Elementary"
"211",-123.100929058602,49.2547891818641,"David Livingstone Elementary"
"212",-123.101075314929,49.2551236316966,"David Livingstone Elementary"
"213",-123.09865540645,49.250723692747,"David Livingstone Elementary"
"214",-123.10007676457,49.2488204919955,"David Livingstone Elementary"
"215",-123.099949170735,49.2488051512115,"David Livingstone Elementary"
"216",-123.098650373252,49.2487832556688,"David Livingstone Elementary"
"217",-123.098180387208,49.2487837949625,"David Livingstone Elementary"
"218",-123.09753908298,49.248768100627,"David Livingstone Elementary"
"219",-123.0947245702,49.2459262494335,"David Livingstone Elementary"
"220",-123.090488921009,49.2498762798307,"David Livingstone Elementary"
"221",-123.091644967324,49.2506112854505,"David Livingstone Elementary"
"222",-123.099934064674,49.251392488924,"David Livingstone Elementary"
"223",-123.0979020528,49.252154167283,"David Livingstone Elementary"
"224",-123.100575859448,49.2543264275236,"David Livingstone Elementary"
"225",-123.099345395062,49.2546626740449,"David Livingstone Elementary"
"226",-123.096356921315,49.2552966058801,"David Livingstone Elementary"
"227",-123.094310945394,49.2555095604635,"David Livingstone Elementary"
"228",-123.099981387256,49.254969143826,"David Livingstone Elementary"
"229",-123.090256182663,49.2553318999227,"David Livingstone Elementary"
"230",-123.092473543936,49.2539817351238,"David Livingstone Elementary"
"231",-123.092395748382,49.2547590370389,"David Livingstone Elementary"
"232",-123.091900501758,49.2535838843235,"David Livingstone Elementary"
"233",-123.089973678558,49.2531724767063,"David Livingstone Elementary"
"234",-123.089980074096,49.2524172087706,"David Livingstone Elementary"
"235",-123.089963378556,49.2526906167758,"David Livingstone Elementary"
"236",-123.090114580694,49.2490425859796,"David Livingstone Elementary"
"237",-123.090034797885,49.2514655707016,"David Livingstone Elementary"
"238",-123.09005474663,49.2508757421062,"David Livingstone Elementary"
"239",-123.090197570675,49.2456510285561,"David Livingstone Elementary"
"240",-123.089949080768,49.2539278345599,"David Livingstone Elementary"
"241",-123.13038163332,49.2067881400605,"David Lloyd George Elementary"
"242",-123.133829465398,49.2081222713597,"David Lloyd George Elementary"
"243",-123.132202600887,49.2078699321673,"David Lloyd George Elementary"
"244",-123.133676838524,49.2081347551178,"David Lloyd George Elementary"
"245",-123.135759580049,49.2061472302485,"David Lloyd George Elementary"
"246",-123.134481712592,49.2063379966902,"David Lloyd George Elementary"
"247",-123.133933036152,49.2056459003748,"David Lloyd George Elementary"
"248",-123.135105728886,49.2048865176027,"David Lloyd George Elementary"
"249",-123.134446281107,49.2193153304934,"David Lloyd George Elementary"
"250",-123.134949494187,49.2192941444872,"David Lloyd George Elementary"
"251",-123.143005228643,49.2070214797992,"David Lloyd George Elementary"
"252",-123.143192311613,49.2074205428621,"David Lloyd George Elementary"
"253",-123.13008407208,49.2139102763995,"David Lloyd George Elementary"
"254",-123.128549283109,49.21927131521,"David Lloyd George Elementary"
"255",-123.128550867429,49.2192646416673,"David Lloyd George Elementary"
"256",-123.132523780571,49.2149148358968,"David Lloyd George Elementary"
"257",-123.132128619788,49.2153016146618,"David Lloyd George Elementary"
"258",-123.129306057939,49.2179556599976,"David Lloyd George Elementary"
"259",-123.135951985561,49.2135477151404,"David Lloyd George Elementary"
"260",-123.136941986315,49.2181375748691,"David Lloyd George Elementary"
"261",-123.13939398761,49.2161530663556,"David Lloyd George Elementary"
"262",-123.139012151757,49.2130237145018,"David Lloyd George Elementary"
"263",-123.137758031082,49.2113856444119,"David Lloyd George Elementary"
"264",-123.139066923599,49.2078620623054,"David Lloyd George Elementary"
"265",-123.132420335204,49.2102957170782,"David Lloyd George Elementary"
"266",-123.13139369806,49.2092211807173,"David Lloyd George Elementary"
"267",-123.131723260964,49.2094330122732,"David Lloyd George Elementary"
"268",-123.130198720724,49.2098920913211,"David Lloyd George Elementary"
"269",-123.130218007949,49.2099041430911,"David Lloyd George Elementary"
"270",-123.136644765278,49.2043744585216,"David Lloyd George Elementary"
"271",-123.057137530365,49.2160756739657,"David Oppenheimer Elementary"
"272",-123.055482413724,49.2167816818674,"David Oppenheimer Elementary"
"273",-123.055752719315,49.2165638291786,"David Oppenheimer Elementary"
"274",-123.063608227034,49.2145283888274,"David Oppenheimer Elementary"
"275",-123.072140536371,49.210975888789,"David Oppenheimer Elementary"
"276",-123.072179986976,49.210976915995,"David Oppenheimer Elementary"
"277",-123.074597434923,49.2092403633883,"David Oppenheimer Elementary"
"278",-123.074029563234,49.209166435913,"David Oppenheimer Elementary"
"279",-123.056001876752,49.2106723751156,"David Oppenheimer Elementary"
"280",-123.062276426065,49.2088245125064,"David Oppenheimer Elementary"
"281",-123.065313547961,49.2100380655838,"David Oppenheimer Elementary"
"282",-123.064116592402,49.2088496911069,"David Oppenheimer Elementary"
"283",-123.066250980402,49.208745062658,"David Oppenheimer Elementary"
"284",-123.067557469199,49.2099153896374,"David Oppenheimer Elementary"
"285",-123.060805372323,49.2058808018062,"David Oppenheimer Elementary"
"286",-123.059441524453,49.205793417125,"David Oppenheimer Elementary"
"287",-123.065728794916,49.2063833431486,"David Oppenheimer Elementary"
"288",-123.052323911469,49.2094096833798,"David Oppenheimer Elementary"
"289",-123.049170957038,49.218144991408,"David Oppenheimer Elementary"
"290",-123.042291599479,49.2059175773187,"David Oppenheimer Elementary"
"291",-123.042148260659,49.2087882338356,"David Oppenheimer Elementary"
"292",-123.041538522584,49.2149259816845,"David Oppenheimer Elementary"
"293",-123.057637188581,49.2143717875086,"David Oppenheimer Elementary"
"294",-123.056585253464,49.2150449620749,"David Oppenheimer Elementary"
"295",-123.052621047938,49.2073035552807,"David Oppenheimer Elementary"
"296",-123.050520818613,49.2062656383153,"David Oppenheimer Elementary"
"297",-123.045209173619,49.2071781541023,"David Oppenheimer Elementary"
"298",-123.044342121658,49.207771511788,"David Oppenheimer Elementary"
"299",-123.044688913819,49.2053264528437,"David Oppenheimer Elementary"
"300",-123.066055349091,49.2122211918392,"David Oppenheimer Elementary"
"301",-123.031485690852,49.2773585250491,"Dr A R Lord Elementary"
"302",-123.03287459693,49.2767460838096,"Dr A R Lord Elementary"
"303",-123.035135059185,49.2757961839267,"Dr A R Lord Elementary"
"304",-123.036900963137,49.2753764727626,"Dr A R Lord Elementary"
"305",-123.03614925634,49.275796844344,"Dr A R Lord Elementary"
"306",-123.036353769626,49.2753787244017,"Dr A R Lord Elementary"
"307",-123.034147121826,49.2757957791246,"Dr A R Lord Elementary"
"308",-123.03819961833,49.2753716118759,"Dr A R Lord Elementary"
"309",-123.045030324956,49.2753711404548,"Dr A R Lord Elementary"
"310",-123.045464342508,49.2753614725061,"Dr A R Lord Elementary"
"311",-123.045281022355,49.2753620553897,"Dr A R Lord Elementary"
"312",-123.046484268691,49.2803475803757,"Dr A R Lord Elementary"
"313",-123.047432793648,49.2810526138082,"Dr A R Lord Elementary"
"314",-123.048869151129,49.2811214360597,"Dr A R Lord Elementary"
"315",-123.053655070336,49.2794062622473,"Dr A R Lord Elementary"
"316",-123.052312127723,49.2797316249004,"Dr A R Lord Elementary"
"317",-123.054165235683,49.2786663454254,"Dr A R Lord Elementary"
"318",-123.054858685467,49.2789194204687,"Dr A R Lord Elementary"
"319",-123.047158665772,49.2795902495743,"Dr A R Lord Elementary"
"320",-123.050948958253,49.2806936747964,"Dr A R Lord Elementary"
"321",-123.046757101096,49.2786554056769,"Dr A R Lord Elementary"
"322",-123.045284630547,49.2762666563252,"Dr A R Lord Elementary"
"323",-123.044076446148,49.2772089666979,"Dr A R Lord Elementary"
"324",-123.046848076574,49.2757176729941,"Dr A R Lord Elementary"
"325",-123.046844943314,49.2757675445494,"Dr A R Lord Elementary"
"326",-123.038403802011,49.277182653039,"Dr A R Lord Elementary"
"327",-123.036106252208,49.2758039324271,"Dr A R Lord Elementary"
"328",-123.036085910121,49.2782140332858,"Dr A R Lord Elementary"
"329",-123.032367314441,49.2783872295434,"Dr A R Lord Elementary"
"330",-123.034044190364,49.2774961049375,"Dr A R Lord Elementary"
"331",-123.128542723558,49.2194347394327,"Dr Annie B Jamieson Elementary"
"332",-123.128512117423,49.2206111775095,"Dr Annie B Jamieson Elementary"
"333",-123.126855360667,49.2233796265906,"Dr Annie B Jamieson Elementary"
"334",-123.1243407572,49.225207533933,"Dr Annie B Jamieson Elementary"
"335",-123.126599233946,49.2246149394139,"Dr Annie B Jamieson Elementary"
"336",-123.121758160475,49.2250109977412,"Dr Annie B Jamieson Elementary"
"337",-123.11370172715,49.2289595714261,"Dr Annie B Jamieson Elementary"
"338",-123.112982102454,49.2283997892069,"Dr Annie B Jamieson Elementary"
"339",-123.116386654883,49.2326124809285,"Dr Annie B Jamieson Elementary"
"340",-123.1164227349,49.231570580055,"Dr Annie B Jamieson Elementary"
"341",-123.11641011385,49.2317439442524,"Dr Annie B Jamieson Elementary"
"342",-123.116287895265,49.2352598208608,"Dr Annie B Jamieson Elementary"
"343",-123.120720183117,49.2334328077211,"Dr Annie B Jamieson Elementary"
"344",-123.122336835807,49.2405677613976,"Dr Annie B Jamieson Elementary"
"345",-123.124522881054,49.239526412117,"Dr Annie B Jamieson Elementary"
"346",-123.125915972952,49.2386253318815,"Dr Annie B Jamieson Elementary"
"347",-123.123162238315,49.2392827444943,"Dr Annie B Jamieson Elementary"
"348",-123.121427999887,49.2366507757709,"Dr Annie B Jamieson Elementary"
"349",-123.127663578067,49.232921648803,"Dr Annie B Jamieson Elementary"
"350",-123.127338147378,49.2303641033671,"Dr Annie B Jamieson Elementary"
"351",-123.122777466074,49.232746470509,"Dr Annie B Jamieson Elementary"
"352",-123.122651592975,49.23166998848,"Dr Annie B Jamieson Elementary"
"353",-123.123077630981,49.230075666723,"Dr Annie B Jamieson Elementary"
"354",-123.127407930329,49.2414762505393,"Dr Annie B Jamieson Elementary"
"355",-123.118820488292,49.2411243357871,"Dr Annie B Jamieson Elementary"
"356",-123.119917757279,49.2197557048487,"Dr Annie B Jamieson Elementary"
"357",-123.117635416199,49.2209671698031,"Dr Annie B Jamieson Elementary"
"358",-123.118861283095,49.2196684750749,"Dr Annie B Jamieson Elementary"
"359",-123.128422092208,49.2202793826458,"Dr Annie B Jamieson Elementary"
"360",-123.123701384852,49.2192722595155,"Dr Annie B Jamieson Elementary"
"361",-123.04913627253,49.2327600993145,"Dr George M Weir Elementary"
"362",-123.050925571764,49.2327716049345,"Dr George M Weir Elementary"
"363",-123.050882124283,49.2327780664654,"Dr George M Weir Elementary"
"364",-123.050921684257,49.2327711705789,"Dr George M Weir Elementary"
"365",-123.05011048695,49.2303539608478,"Dr George M Weir Elementary"
"366",-123.047620211157,49.2284075997038,"Dr George M Weir Elementary"
"367",-123.049249203529,49.2230068418559,"Dr George M Weir Elementary"
"368",-123.04962672694,49.2235930970746,"Dr George M Weir Elementary"
"369",-123.050006579659,49.2229148246446,"Dr George M Weir Elementary"
"370",-123.047002059386,49.2231704350446,"Dr George M Weir Elementary"
"371",-123.042540654086,49.223434864734,"Dr George M Weir Elementary"
"372",-123.044002730218,49.224278302689,"Dr George M Weir Elementary"
"373",-123.037375172735,49.2232553184581,"Dr George M Weir Elementary"
"374",-123.038274201259,49.2232380220407,"Dr George M Weir Elementary"
"375",-123.036570036112,49.2246058435612,"Dr George M Weir Elementary"
"376",-123.03284715,49.2292485565557,"Dr George M Weir Elementary"
"377",-123.035239939776,49.22927117756,"Dr George M Weir Elementary"
"378",-123.038584131232,49.2292522899068,"Dr George M Weir Elementary"
"379",-123.034723327787,49.2289623728559,"Dr George M Weir Elementary"
"380",-123.034633323004,49.2280383501322,"Dr George M Weir Elementary"
"381",-123.034681146248,49.2278548401179,"Dr George M Weir Elementary"
"382",-123.036056384016,49.2280683034746,"Dr George M Weir Elementary"
"383",-123.0372342783,49.2271719954128,"Dr George M Weir Elementary"
"384",-123.031969318215,49.2281798609021,"Dr George M Weir Elementary"
"385",-123.032808912551,49.2267152957028,"Dr George M Weir Elementary"
"386",-123.045265151746,49.2328071243606,"Dr George M Weir Elementary"
"387",-123.042475473162,49.2329354148722,"Dr George M Weir Elementary"
"388",-123.042070952888,49.2329641758462,"Dr George M Weir Elementary"
"389",-123.041771780462,49.2329046978543,"Dr George M Weir Elementary"
"390",-123.042050021824,49.2329257217315,"Dr George M Weir Elementary"
"391",-123.030175590629,49.2242978298317,"Dr H N MacCorkindale Elementary"
"392",-123.029623190441,49.2240917508544,"Dr H N MacCorkindale Elementary"
"393",-123.030262393606,49.2243148129264,"Dr H N MacCorkindale Elementary"
"394",-123.031758741906,49.2245995582208,"Dr H N MacCorkindale Elementary"
"395",-123.025325988478,49.2236240528459,"Dr H N MacCorkindale Elementary"
"396",-123.028154858639,49.2247797239179,"Dr H N MacCorkindale Elementary"
"397",-123.031923789778,49.224749517496,"Dr H N MacCorkindale Elementary"
"398",-123.027277643917,49.2231040908634,"Dr H N MacCorkindale Elementary"
"399",-123.026213381964,49.2231939938555,"Dr H N MacCorkindale Elementary"
"400",-123.025121439419,49.2226901000578,"Dr H N MacCorkindale Elementary"
"401",-123.024186100384,49.2223336917437,"Dr H N MacCorkindale Elementary"
"402",-123.024182146243,49.2231908286127,"Dr H N MacCorkindale Elementary"
"403",-123.024076406999,49.2231674234548,"Dr H N MacCorkindale Elementary"
"404",-123.03110168887,49.2320000105039,"Dr H N MacCorkindale Elementary"
"405",-123.030930573967,49.2319560914078,"Dr H N MacCorkindale Elementary"
"406",-123.026206788473,49.2307921283886,"Dr H N MacCorkindale Elementary"
"407",-123.028530116865,49.2311522639522,"Dr H N MacCorkindale Elementary"
"408",-123.030444605466,49.2317022573801,"Dr H N MacCorkindale Elementary"
"409",-123.030894655529,49.2294342468896,"Dr H N MacCorkindale Elementary"
"410",-123.031753867283,49.2293577149906,"Dr H N MacCorkindale Elementary"
"411",-123.031362323225,49.2298151531439,"Dr H N MacCorkindale Elementary"
"412",-123.030835637548,49.2309605467511,"Dr H N MacCorkindale Elementary"
